"Area Geografica","Regione","Provincia","Sigla Provincia","Alunni Totali","Percentuale Alunni ITA","Percentuale Alunni NITA","Totale alunni Femmine","Totale Alunni Maschi","Media Alunni per classe","Totale Classi","Percentuali Alunni Femmine","Percentuali Alunni Maschi","ATA titolari","ATA supplenti","Totale ATA","Percentuale ATA titolari","Percentuali ATA Supplenti","Docenti Totali","Docenti titolari","Docenti Supplenti","Percentuali Docenti Titolari","Percentuali Docenti Supplenti","Posti vacanti per Docente Normale","Posti vacanti per Docente Sostegno","Totale Posti vacanti","Punteggio Invalsi Inglese Listening","Punteggio Invalsi Inglese Reading","Punteggio Invalsi Italiano","Punteggio Invalsi Matematica)","Participation in life-long learning","Participation in the school system of children aged 4-5","People having completed tertiary education (ISCED 5 6 7 or 8)","People not in education employment or training (NEET)","People with at least upper secondary education level (25-64 years old)","Average annual per capita amount of pension income","Average annual salary of employees","Average disposable income per capita","Bad loan entry rate of bank loans to households","Brain circulation (Italians 25-39 years old)","Burglaries reported","Deadly crimes reported","Electricity from renewable sources","Employment rate (20-64 years old)","Hospital patient emigration to a different region","Inadequate level of literacy (students in grade 8)","Inadequate level of numeracy (students in grade 8)","Intentional homicide rate","Irregularities in electric power distribution","Life expectancy at birth","Medical specialists","Municipal councilors under the age of 40","Municipal waste generated","Non-participation rate","Overall Fixed Very High Capacity Network (VHCN) coverage","PM10 Annual average concentration","PM2.5 Annual average concentration","Paid days in the year (employees)","Pensioners with a low pension income","Pick-pocketings reported","Prison density","Road accidents mortality rate (15-34 years old)","Road mortality in non-urban roads","Robberies reported","Seat-Km of public transport networks","Separate collection of municipal waste","Separate collection service for municipal waste","Soil sealing from artificial land cover","Spread of agritourism farms","Urban green","Voter turnout (Regional Councils)","Women municipal councilors","Youth's employment rate (15-29 years old)","Youth's non-participation rate","codice_provincia","anno","Pop25Y0","Pop25Y1","Pop25Y2","Pop25Y3","Pop25Y4","Pop25Y5","Pop25Y6","Pop25Y7","Pop25Y8","Pop25Y9","Pop25Y10","Pop25Y11","Pop25Y12","Pop25Y13","Pop25Y14","Pop25Y15","Pop25Y16","Pop25Y17","Pop25Y18","Pop25Y19","Pop25Y20","nr Studenti Superiori","Indice di svantaggio","Stipendio Medio","Buy Apartment Price | Price per Square Meter to Buy Apartment Outside of Centre","Buy Apartment Price | Price per Square Meter to Buy Apartment in City Centre","Childcare | International Primary School, Annual Tuition per Child","Childcare | Private Full-Day Preschool or Kindergarten, Monthly Fee per Child","Clothing And Shoes | Jeans (Levi's 501 or Similar)","Clothing And Shoes | Men's Leather Business Shoes","Clothing And Shoes | Nike Running Shoes (Mid-Range)","Clothing And Shoes | Summer Dress in a Chain Store (e.g. Zara or H&M)","Markets | Apples (1 kg)","Markets | Bananas (1 kg)","Markets | Beef Round or Equivalent Back Leg Red Meat (1 kg)","Markets | Bottle of Wine (Mid-Range)","Markets | Bottled Water (1.5 Liter)","Markets | Chicken Fillets (1 kg)","Markets | Cigarettes (Pack of 20, Marlboro)","Markets | Domestic Beer (0.5 Liter Bottle)","Markets | Eggs (12, Large Size)","Markets | Fresh White Bread (500 g Loaf)","Markets | Imported Beer (0.33 Liter Bottle)","Markets | Lettuce (1 Head)","Markets | Local Cheese (1 kg)","Markets | Milk (Regular, 1 Liter)","Markets | Onions (1 kg)","Markets | Oranges (1 kg)","Markets | Potatoes (1 kg)","Markets | Tomatoes (1 kg)","Markets | White Rice (1 kg)","Rent Per Month | 1 Bedroom Apartment Outside of City Centre","Rent Per Month | 1 Bedroom Apartment in City Centre","Rent Per Month | 3 Bedroom Apartment Outside of City Centre","Rent Per Month | 3 Bedroom Apartment in City Centre","Restaurants | Bottled Water (0.33 Liter)","Restaurants | Cappuccino (Regular Size)","Restaurants | Combo Meal at McDonald's (or Equivalent Fast-Food Meal)","Restaurants | Domestic Draft Beer (0.5 Liter)","Restaurants | Imported Beer (0.33 Liter Bottle)","Restaurants | Meal at an Inexpensive Restaurant","Restaurants | Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)","Restaurants | Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)","Salaries And Financing | Annual Mortgage Interest Rate (20-Year Fixed, in %)","Salaries And Financing | Average Monthly Net Salary (After Tax)","Sports And Leisure | Cinema Ticket (International Release)","Sports And Leisure | Monthly Fitness Club Membership","Sports And Leisure | Tennis Court Rental (1 Hour, Weekend)","Transportation | Gasoline (1 Liter)","Transportation | Monthly Public Transport Pass (Regular Price)","Transportation | One-Way Ticket (Local Transport)","Transportation | Taxi 1 Hour Waiting (Standard Tariff)","Transportation | Taxi 1 km (Standard Tariff)","Transportation | Taxi Start (Standard Tariff)","Transportation | Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car)","Transportation | Volkswagen Golf 1.5 (or Equivalent New Compact Car)","Utilities (Monthly) | Basic Utilities for 85 m2Apartment (Electricity, Heating, Cooling, Water, Garbage)","Utilities (Monthly) | Broadband Internet (Unlimited Data, 60 Mbps or Higher)","Utilities (Monthly) | Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)"
"Centro","Umbria","Terni","TR",9637,88.38,11.62,4672,4965,17.918950617284,512,48.479817370551,51.520182629449,634,231,865,73.29,26.71,1382,965,417,69.83,30.17,95,"4",99,212.987454126736,206.049547426405,185.574598430419,191.061974911821,11.6,96.4,31.3,10.6,73.4,22168.6,20923,19957.1,0.8,-23.5,312.9,4.2,68.8,66.2,16.7,30.2,36.9,0.5,1.9,83,36.2,24.7,443,13.6,58.1,31,17,80.2,9.3,106.1,122,0.3,2.4,17.1,1163,74.3,97.8,4.67,10.4,157.1,,41.4,28.7,20.4,"ITE22",2025,1116,1128,1179,1255,1291,1344,1388,1426,1518,1478,1673,1731,1829,1796,1943,1829,1956,2116,2040,1990,2019,11874,-0.25,1316.67,1983.33,2616.67,2400,400,76.67,101.25,93.33,30,2.15,1.81,16.25,6,0.51,10.6,5.75,1.31,3.06,1.78,2.03,1.04,18.33,1.25,1,2.32,1.6,3,1.25,416.67,666.67,716.67,1000,1.23,1.47,10,5,4,16.75,70,3.22,3.92,1733.33,9,66.67,25.67,1.81,49.35,1.7,20,3,7.5,33750,28000,143.97,24.4,7.33
"Centro","Marche","Pesaro e Urbino","PU",,,,,,,,,,,,,,,,,,,,,,,210.066837750242,199.52972548228,176.196126438207,186.600373354937,10.1,96.9,32.6,9.7,63.7,20661.2,21626.7,23682,0.6,-10.7,232.6,3.1,28.1,74.5,22.1,32.7,36.4,0.9,2,84.1,23.9,25.4,554,8.6,53.2,25,16,79.7,9.1,82.6,102.1,1,5.1,17.1,624,74,100,6.73,13,26.8,,35.3,41.2,17.6,"ITE31",2025,1895,2053,2193,2308,2289,2396,2478,2653,2807,2907,2972,3186,3142,3430,3295,3380,3488,3419,3508,3613,3503,20703,,1293.75,1160,1820,10400,360,89,70,93.43,31,1.98,1.33,15.5,4,0.37,9.25,5.8,1.33,3.13,2.67,2.2,1.5,11.38,1.17,1.1,2,1.35,2.5,2.62,483.33,600,723.33,960,1.3,1.77,11.9,5,5,15,60,2.83,3.17,1675,8,45.33,0,1.78,41,2,29.5,1.65,2.7,31500,30217,194.47,25,8.89
"Centro","Marche","Ancona","AN",22482,89.96,10.04,10880,11602,18.9366954022988,1130,48.3942709723334,51.6057290276666,1600,638,2238,71.49,28.51,3157,2288,869,72.47,27.53,99,"4",103,214.249287093729,201.702938279182,180.848894352995,189.030330019561,13.6,95.3,38.8,10.2,73.8,22843.1,22171.3,21269.7,0.5,-8.2,158.9,1.5,19.9,73.7,9.2,33.7,37.3,0.9,1.8,84,45.7,23.3,501,8.9,64.6,23,15,79.6,6.9,90.9,118.8,0.6,2.5,22.1,3733,71.4,75.4,9.08,10.7,53.2,,39.1,33.3,20.8,"ITE32",2025,2535,2778,2718,2927,3039,3128,3246,3378,3628,3824,3863,4010,4165,4280,4462,4587,4672,4558,4463,4453,4606,27195,-0.84,1520,1900,2900,14959.75,512.5,86.31,132.33,90,35.22,2.36,2.27,19,7,0.6,10.78,6,1.36,4.1,2.23,2.3,1.25,18,1.32,1.5,2.95,2.16,2.76,2.56,550,666.67,800,950,1.31,1.73,11.9,6,5,20,70,2.88,3.29,1912.33,10,38.33,,1.82,35,2,27.6,1.1,3.3,31500,32434,197.39,27.85,11.1
"Centro","Marche","Macerata","MC",14828,89.9,10.1,7337,7491,18.6555555555556,745,49.4807121661721,50.5192878338279,1092,447,1539,70.96,29.04,2015,1519,496,75.38,24.62,68,"12",80,210.861253524304,199.828492256146,179.028588571667,187.328307348811,7.8,93.6,32.9,12.5,65.6,20561.2,19912.4,22260,0.7,-16,139,3.6,44.5,70.2,11.5,29.1,31,,2.2,84,24.3,21.1,511,10.3,53.6,18,11,77.8,7.2,41.8,,0.2,2.7,11.2,2087,74.2,98.1,5.69,10,21,,35.7,35.4,22,"ITE33",2025,1797,1905,1905,2078,2088,2137,2224,2388,2477,2485,2597,2542,2658,2807,2873,2946,2841,2931,2839,2866,2883,17296,-0.5,1616.67,1900,2833.33,6000,553,76.67,101.25,94.83,31.5,2.42,2.08,21.76,7,0.51,10.6,5.5,1.25,3.8,1.78,1.55,1.97,15.59,1.55,1.73,3.24,1.51,2.6,1.8,500,683.33,750,1026.67,1.1,1.82,10,5,4,16.75,70,3.2,3.12,1700,9.5,50,35,1.79,37.5,1.75,20,3,7.5,31500,29050,103.43,30.67,7.33
"Centro","Marche","Ascoli Piceno","AP",16771,90.26,9.74,8016,8755,18.7444186046512,812,47.7967920815694,52.2032079184306,795,290,1085,73.27,26.73,1293,1064,229,82.29,17.71,58,"6",64,204.417787885887,196.63764449292,176.892021167555,184.866363567462,10.1,99.6,38.2,5.9,69.6,20535.1,19805.2,21661.8,0.5,-22,201.8,1,41.4,72.5,11.7,31.5,35.8,,1.4,83.9,29.4,27.1,557,5.5,63.8,16,9,75.5,9.7,44.7,101,0.5,4.3,14.4,2004,68.4,91.8,6.44,13.1,16.3,,33.7,34.7,10.9,"ITE34",2025,1135,1194,1208,1260,1298,1273,1352,1432,1547,1575,1696,1688,1679,1717,1775,1792,1886,1788,1836,1843,1951,10920,-0.97,1666.67,,,10994,453.67,85,99,84.17,27.5,1.91,1.65,14.75,5,0.34,10.65,6,1.18,2.92,2.64,1.32,1.3,12.97,1.29,1.46,2,1.38,2.6,2.06,400,500,700,800,0.5,1.2,12,5,5,18,75,2,3.07,,7,50,15,1.78,,1.3,22,1.3,4.8,31500,32434,221.25,28.75,7.25
"Centro","Lazio","Viterbo","VT",13089,90.69,9.31,6369,6720,19.2075438596491,654,48.6591794636718,51.3408205363282,928,363,1291,71.88,28.12,1858,1218,640,65.55,34.45,110,"3",113,202.429830870773,192.125269932663,173.547874068508,177.652808627609,9.6,95.3,22.5,18.5,64.9,21105.7,17740.2,18872.1,0.8,-12.9,221.3,4.2,96.9,61.9,19.8,34.6,43.2,0.3,2.6,82.3,23.7,23.4,410,16.3,46.8,17,9,75.7,9.1,61,148,0.5,4.1,17.8,759,66.5,63,4.61,15,12.4,44.1,32.3,33.5,29,"ITE41",2025,1557,1727,1817,1868,1906,1976,2212,2250,2352,2443,2524,2522,2622,2683,2752,2806,2921,2787,2929,2765,2808,16960,0.57,1561.42,2081.38,3582.84,10994,453.67,85,99,84.17,27.5,1.91,1.65,14.75,5,0.34,10.65,6,1.18,2.92,2.64,1.32,1.3,12.97,1.29,1.46,2,1.38,2.6,2.06,579.6,724.6,803.6,935,1.49,2.02,12,5,5,18,75,3.12,3.07,1505.62,9.25,34.68,23.33,1.78,30,1.5,22,1.3,4.8,31500,32434,221.25,28.75,7.25
"Centro","Lazio","Rieti","RI",6776,90.51,9.49,3119,3657,15.2463095238095,402,46.030106257379,53.969893742621,683,241,924,73.92,26.08,1068,791,277,74.06,25.94,43,"3",46,206.346277017106,202.06491621458,176.036694959058,186.28357074339,11.8,97.8,24,11.9,66.3,21464.6,18480.3,16619.1,0.9,-32.8,212.8,2.7,65.1,66.3,19.4,40.6,50.8,0.7,2.7,82.3,24.7,24.2,401,16.3,66.6,22,16,74.3,10,45.2,142.4,1,7.2,8.6,2432,58,41.4,3.16,7.1,347.8,43.8,29.6,43.1,17.2,"ITE42",2025,812,843,880,889,925,962,939,1028,1025,1091,1135,1152,1189,1252,1226,1312,1318,1308,1379,1341,1404,7884,0.3,,2940.09,7469.42,14334.09,420.12,63.1,105.71,73.16,32.89,2.27,2.05,17.05,3.5,0.45,10.86,6.1,1.41,4.13,1.9,2.35,1.18,13.34,1.54,1.35,2.09,1.25,1.99,2.72,790.38,1080.43,1554.35,2260.87,1.28,1.92,10,5,6,15,60,2.6,3.52,1719.74,10,60.35,24.92,1.78,35,1.5,30,1.5,6,31083.33,31750,182.34,27.13,10.44
"Centro","Lazio","Roma","RM",176941,89.97,10.03,86772,90169,20.3073001949318,8311,49.0400755053945,50.9599244946055,10630,3946,14576,72.93,27.07,21730,16373,5357,75.35,24.65,948,"71",1.019,209.820189984415,199.077822884921,175.879465393067,180.797606811598,15.5,87.1,42.2,12.1,77.8,25232.1,25293.8,25507.9,0.6,13.6,318.4,3.5,7.1,70.4,5.3,35,42.9,0.6,2.2,83.2,48.7,22.1,528,11.6,78.8,31,13,77.4,10.5,754.5,126.4,0.5,2.6,71.3,7213,53,24.7,13.18,6.2,17.2,35.2,33,33.3,23.5,"ITE43",2025,25447,26698,27721,29001,29416,30857,32793,34027,35696,36813,38258,38520,41008,41051,41844,42065,42431,42795,42735,41635,42090,253505,-1.11,1719.74,2500,4500,14334.09,250,63.1,105.71,73.16,32.89,1.83,1.75,14.97,3.5,0.33,10.86,6.1,1.41,3.6,1.55,1.98,0.9,13.34,1.3,1.35,1.5,1.25,1.99,2.1,637.5,875,1125,1550,1.2,1.92,10,5,4,12.5,40,2.3,3.52,1466.67,10,50,10,1.78,38,1.5,30,1.5,6,31083.33,31750,74.9,26,10.44
"Centro","Lazio","Latina","LT",25237,92.73,7.27,12318,12919,16.582868852459,1395,48.8092879502318,51.1907120497682,1924,679,2603,73.91,26.09,3848,2751,1097,71.49,28.51,159,"8",167,205.246648408061,201.08370588202,176.454558657449,181.63375720337,12.7,91.4,19.6,18.7,56.7,19545,19338.5,18033.8,0.9,-21.6,241.4,3.9,18,61.7,8.8,42.7,53.7,0.9,3.2,82.6,24.9,19.7,479,15,50.1,,,75.4,12.1,108.5,168.8,1.1,6,32.3,642,63.9,61,10.04,5.5,16.7,39.8,31,31.6,25.8,"ITE44",2025,3432,3731,3848,4079,4019,4326,4631,4816,4925,4884,5124,5340,5440,5559,5678,5639,5613,5587,5680,5539,5658,33736,0.75,1750,1200,1666.67,7200,466.67,76,66.67,85,41.17,1.5,1.2,14,7,0.4,10.5,6,1.49,2.8,1.67,1.5,1,15.67,1.3,1.5,1.5,1.4,2,2.5,466.67,475,787.5,862.5,1.34,1.76,8,5,4,20,70,2.81,3.27,1300,8,40,16.67,1.78,34.5,1.3,28,1.35,3.5,32028.57,32434,140.4,26.89,8
"Centro","Lazio","Frosinone","FR",21663,95.08,4.92,10509,11154,17.138490990991,1158,48.511286525412,51.488713474588,1796,422,2218,80.97,19.03,3001,2433,568,81.07,18.93,72,"9",81,195.598264946966,193.472780375712,170.567679178272,178.34678863986,8.6,97.9,28.6,20,68.1,19690.7,20333.2,15358.2,1.1,-29.6,263.3,3.6,34.8,59.7,11.7,40,52,0.6,3.4,82.2,21.5,20.6,373,18.1,47.2,33,15,78.8,10.2,39.2,90.1,1.3,4.5,14.4,1296,63.8,43,6.91,4.6,32.3,45,25,31.4,34.6,"ITE45",2025,2674,2878,2997,3043,3193,3273,3404,3653,3962,3862,3850,3997,4197,4119,4385,4242,4346,4376,4269,4278,4393,25896,0.66,1729.25,1725,2450,2500,200,83.33,85,80,37.5,2.35,1.46,13.5,3.5,0.57,11.5,6,0.75,2.71,2,1.25,1.27,15,1.26,1.4,2.5,1.47,5,2,600,550,750,1250,1,1.5,10,5,5.5,19,80,2.5,3.4,1562.88,8.5,50,20,1.79,30,1.5,26.5,1.25,6.25,31500,31750,170,22.5,10
"Sud","Abruzzo","L'Aquila","AQ",12057,91.5,8.5,5745,6312,17.6238461538462,641,47.6486688230903,52.3513311769097,,,,,,,,,,,83,"6",89,200.882671451353,192.291762464233,176.348658814876,182.865877354785,9.3,98,25.6,18.9,69.7,21480.8,19573.5,17550.2,0.7,-18.1,219.1,2.8,42.7,63.9,16.4,36.4,42,1,2.5,82.8,37.6,23.6,447,18.5,56.1,15,9,75,10.1,59.1,114.5,0.5,5.7,19.1,4955,62.5,60.4,3.18,2.2,33.3,,29,31.6,36.5,"ITF11",2025,1687,1664,1765,1745,1924,1920,2041,2141,2228,2350,2300,2373,2570,2529,2545,2492,2534,2526,2509,2635,2690,15241,,1675,3500,4000,6000,446.67,76.67,101.25,86.67,33,2.15,1.81,16.25,6,0.48,10.57,6,1.31,3.58,1.78,2.03,1.04,12.17,1.25,1.43,2.32,1.67,3,1.8,662.5,1016.67,1000,1566.67,1.25,1.68,10,5,4,14,70,2.94,3.92,1692.5,9.25,62.5,,1.79,36.85,1.7,20,3,7.5,32100,24500,143.97,24.4,13.66
"Sud","Abruzzo","Teramo","TE",11574,92.07,7.93,5700,5874,17.5710752688172,638,49.2483151892172,50.7516848107828,1000,302,1302,76.8,23.2,1798,1394,404,77.53,22.47,50,"8",58,204.931080606601,198.090870138444,178.231903767047,181.207846010951,10,99.2,29.5,12.7,69.4,18782.9,18193.5,20332.5,0.7,-21.2,233.7,5.7,46.1,68.4,22.1,38.6,45,0.3,2.4,83.4,27.3,25.7,480,11.8,39,24,12,73.2,11.2,53.8,157.3,0.8,4.3,15,2089,65.6,66.2,6.67,10.7,19.1,,30.7,34.1,19.3,"ITF12",2025,1752,1920,1975,2020,2085,2151,2161,2380,2470,2465,2527,2563,2663,2660,2747,2698,2826,2798,2766,2942,2980,16777,-0.18,1400,1266.67,1433.33,4000,250,70,94,80,27.5,1.66,1.83,13.97,6.33,0.53,10.33,6,1.28,3.87,1.66,1.4,1.13,12.33,1.46,1.25,1.9,1.57,2.83,2.33,416.67,466.67,650,750,1.09,1.57,10,3,4,15.5,60,2.17,3.09,1550,7,56.67,15,1.72,15,1.75,21,1.1,4,31333.33,32434,178.87,27.08,8.5
"Sud","Abruzzo","Pescara","PE",15316,94.7,5.3,7637,7679,17.981975308642,778,49.8628884826325,50.1371115173675,1107,291,1398,79.18,20.82,2105,1692,413,80.38,19.62,39,"10",49,209.653665145006,202.642687263009,181.37242998607,184.386576078267,13.2,98.1,38.2,12.8,74.9,20526.9,19456.9,21065.3,1,-11.6,207.5,3.5,44.6,65.2,11.3,32.7,38.4,0.3,2.8,83.5,36.8,19.6,454,14.9,72.7,23,13,75.4,10.3,80.6,141.3,0.3,4.4,31.7,1551,55,34.4,7.21,8.7,39.4,,25.8,32.8,25.5,"ITF13",2025,1825,1857,2116,2223,2236,2294,2334,2442,2625,2654,2786,2772,2825,2951,2980,2945,3167,3078,3125,3061,3162,18356,-0.5,1495.58,1091.67,1266.67,14568,689.25,82.22,132.16,109.15,41.07,2,2.44,19.67,5,0.44,10.97,6,1.05,3.13,2,2.53,1.2,19,1.2,1.57,2.25,1.7,3.15,2.5,325,450,500,625,1.43,1.63,10.5,5.5,4,17.5,50,2.33,3.22,1400,8,60,26,1.76,40,2,29,1.5,4.1,29666.67,32434,220.97,27.47,10
"Sud","Abruzzo","Chieti","CH",15569,94.37,5.63,7548,8021,18.533488372093,813,48.4809557453915,51.5190442546085,1327,374,1701,78.01,21.99,2353,1801,552,76.54,23.46,71,"8",79,202.520964622991,197.649252639538,176.894116550962,183.35060585578,7.6,96.9,28.9,16.6,70.9,19441.8,20778.8,19934.9,0.8,-20.5,181.5,1.9,58.3,66.2,15.9,35.5,43,1.1,3.4,82.6,37.6,26.4,444,11.6,60.7,20,12,77.1,9.7,36.6,85,0.7,6.7,12.1,2861,73.7,92.1,6.35,5.5,8.9,,28.1,32.2,28.1,"ITF14",2025,2110,2209,2302,2473,2394,2472,2664,2830,2936,2979,3022,3045,3261,3293,3474,3416,3470,3481,3455,3462,3433,20758,0.06,1100,700,1200,7104,300,75,70,92.72,30,1,1.83,12,7,0.4,8,6,1.75,3.38,1.5,2.45,0.7,13.72,1.1,1.56,1,1.57,2,2,325,300,465,575,0.92,1.47,10,4,4.25,15,60,2.17,3.09,1316.67,10,50,10,1.81,30,1.4,21,1.1,4,31333.33,30000,135,27.08,8.5
"Sud","Molise","Campobasso","CB",9470,97.38,2.62,4459,5011,15.9260317460317,564,47.0855332629356,52.9144667370644,840,272,1112,75.54,24.46,1714,1346,368,78.53,21.47,58,"3",61,201.000538821566,194.623923037302,173.703918301156,178.47230846583,10.6,95.3,33.3,19.4,64.4,18929.5,18565.2,17655.5,1,-41.3,205.3,2.9,83.5,60.3,32.2,33.9,42.9,,3,82.7,28.6,25,387,20.7,88.7,18,11,74.9,10.6,41.4,117.8,0,7.8,11.9,859,63.4,50.7,4.24,3,12.2,48.1,26.7,29.4,36.3,"ITF22",2025,1138,1203,1191,1236,1284,1402,1363,1519,1501,1540,1578,1617,1634,1746,1816,1691,1870,1913,1933,1971,2030,11194,0.28,1200,1958.31,4102.8,9883.88,619.33,72.79,132.29,81.43,31.44,2.15,1.89,18.53,7,0.61,10.99,6,1.61,3.43,2.16,1.8,1.16,14.88,1.47,1.42,2.35,1.8,2.87,2.89,518.23,757.69,880.31,1346.92,1.23,1.75,12,5,5,18,66.5,3.15,3.18,1745.58,8,44.31,36.22,1.8,38,1.9,25.8,1.35,4,32400,31350,214.27,25.47,10.56
"Sud","Molise","Isernia","IS",2917,96.23,3.77,1432,1485,15.7276190476191,175,49.0915323962976,50.9084676037024,278,99,377,73.74,26.26,479,382,97,79.75,20.25,12,"1",13,199.920715233959,206.6781710464,176.841546943876,184.550034484371,13,94.5,28.8,14.3,69.9,19764.8,17133.2,19675.4,0.7,-36.5,149.4,7.5,111,62.3,33.6,39.1,49.9,,1.8,81.7,32,24.1,359,20.5,74.1,,,75,9.2,32.6,104,0.6,4.6,12.6,561,53.4,28.8,3.38,1.9,1022.1,47.5,25.6,22.8,41,"ITF21",2025,429,446,499,461,453,534,562,568,580,598,607,619,630,593,648,626,656,684,685,737,700,4036,0.1,,2704.06,3873.44,,150,100,243.33,88.75,43.33,1.9,1.36,16.75,8,0.34,10.6,6,1.48,3.74,2.2,1.63,1.07,13.8,1.38,1.47,2,2.08,2.45,2.25,731,951.38,1182.67,1541.67,1.25,1.83,14.45,6,4,20,85,2.38,3.35,1669.08,9,65.62,19.5,1.81,35,1.2,30,3,7,31500,32434,192.76,24,9.6
"Sud","Campania","Caserta","CE",49216,95.69,4.31,24378,24838,19.0669972451791,2515,49.5326723016905,50.4673276983095,3590,225,3815,94.1,5.9,5811,5300,511,91.21,8.79,124,"35",159,196.425664415177,197.826389886868,173.057785460694,180.40634952265,7.5,98.9,25.6,27.3,54.9,18595.8,16625.1,14683.1,1.2,-25.4,164,3.5,17.7,47.4,13.8,46,57,0.4,6,80.9,24.4,28.6,456,34.1,64.5,29,12,72.4,13.4,56.7,103.5,0.7,7.1,55.1,1434,56.7,28.1,10.47,4.3,18.3,,28.1,19.4,53.5,"ITF31",2025,7054,7513,7769,7300,7830,7779,8221,8381,8537,8641,8661,8858,9079,9445,9991,10003,10113,10302,10480,10554,11027,61443,1.39,1440,2273.33,3895.02,12000,500,70,140,80,29.75,2.5,2,17,6,0.54,10.75,6,1.18,3.95,2.35,1.57,1.5,15.5,1.32,1.68,2.75,1.77,1.98,2.88,690,833.6,1204,1407.5,1.39,1.9,11,6,4.5,20,84,3.31,3.34,1671.22,10.5,55.83,30,1.78,50,2,40,1.5,8,32416.67,32434,173.56,30.83,7.75
"Sud","Campania","Benevento","BN",12687,97.4,2.6,6210,6477,15.4709523809524,735,48.9477417829274,51.0522582170726,1160,183,1343,86.37,13.63,1828,1611,217,88.13,11.87,47,"12",59,190.577449666971,190.624987751243,172.355600581391,181.592982406128,12.4,97.1,26.2,26.8,62,18350.5,15983.1,15126.2,0.9,-40.3,194.1,3.4,237.6,55.8,14.6,37.6,46.6,0.4,5.2,82.2,29.9,24.7,366,21.4,61.5,26,17,71,12.7,20.2,163.6,0.5,7.6,11.8,1691,72.8,71.7,7.37,8.8,23.9,,23.5,23.3,46.5,"ITF32",2025,1620,1682,1810,1657,1819,1998,1907,2054,2061,2042,2007,2180,2143,2279,2320,2398,2420,2575,2574,2591,2714,14878,1.12,975,1917.45,3283.81,10400,716.67,89,117.33,93.43,31,2.43,1.93,15.5,7,0.67,10.36,6,1.6,3.79,2.79,2.2,2.03,13.38,1.97,2.22,2.75,2.05,4.11,3.37,588.33,727.5,858.67,1215.71,1.94,1.93,11.9,5.25,5,20,65,3.33,3.26,1742.01,8,45.67,36.67,1.83,38.5,1.5,30,1.65,7.75,31750,32434,194.47,27.5,8.89
"Sud","Campania","Napoli","NA",156547,97.21,2.79,76535,80012,19.5282590529248,7842,48.8894708937252,51.1105291062748,11096,1411,12507,88.72,11.28,20212,16506,3706,81.66,18.34,578,"82",660,185.944195174472,184.655496643241,162.557648862822,170.727645119358,7.5,99.7,24,29.2,53.3,18752.7,18405.9,16734.7,0.9,-28.7,135.8,1.9,10.9,45.4,6.9,49.1,61,1,3.8,81.1,36,24.9,495,35.8,78,31,20,74.3,15.6,197.9,124.4,0.4,3.8,110.1,2409,51.5,20.1,34.88,12.2,14.1,,32.2,22.2,51.6,"ITF33",2025,22909,23421,24553,24152,25073,26099,26589,27751,27768,28350,28749,29361,30892,31610,32376,33397,33795,34949,35168,35383,36296,205068,1.44,1623.94,1515.52,2294.48,6291.75,650,96.67,146.67,113.33,50,2.25,1.62,27,7,0.42,12,6.2,1.54,3.86,2.5,1.38,1.35,24,1.56,1.9,2.17,1.83,3.17,2.67,640,828.5,1430,1532.5,1.42,1.87,12,6,6,20,70,3,3.62,2163.56,10.5,41.67,22.4,1.79,40,2,35,2,5,31500,32434,195.5,27.4,12
"Sud","Campania","Avellino","AV",16418,97.11,2.89,7757,8661,13.8148039215686,1010,47.2469241076867,52.7530758923133,1672,249,1921,87.04,12.96,2567,2196,371,85.55,14.45,98,"18",116,191.521133469172,189.976746592092,170.562424013642,179.937102168914,11.1,95.7,28.4,18.7,68.9,18341.3,18030.5,15960.4,0.9,-37.6,274.9,3.8,123,56.6,12.7,35,45.7,0.5,5.8,82.4,25.5,26,365,26.7,62,26,18,74.4,13.6,21.1,109.1,0.6,5.8,9,1581,62.2,31.3,7.38,6.6,31.4,,25.1,25.1,48.3,"ITF34",2025,2442,2580,2615,2600,2655,2804,2916,3109,3108,2988,3094,3223,3323,3368,3571,3676,3740,3862,3905,3955,4155,22709,0.66,1364.42,2284,6365.33,6000,550,82.5,157.5,87.5,33.75,3.18,2.63,25.5,6,0.63,14.25,6,1.52,4.73,2.4,2,1.83,13,1.72,1.9,2.67,1.8,4.83,3.4,637.5,1126,1000,2390,1.75,1.97,11,6,4.75,20,87.5,3.13,3.15,1499.97,10,81.25,21.25,1.79,37,1.5,30,1.55,4,31500,32434,242,29.5,9.25
