cod_scuola,tasso_precariato_docenti_pct,pct_tempo_indeterminato,fasce_eta_tempo_determinato,fasce_eta_tempo_indeterminato,anno_scolastico_personale,trasferiti_pct_scuola,trasferiti_pct_regione,trasferiti_pct_italia,pensionati_pct_scuola,pensionati_pct_regione,pensionati_pct_italia
FRPM9G500T,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
ISSD014019,23.3,76.7,"[3.0, 10.5, 4.5, 5.3]","[2.3, 6.8, 29.3, 38.3]",Docenti per fasce di età (%) (A.S. 2025/26),1.0,5.1,6.0,2.0,3.0,3.6
FRSL031018,5.4,94.7,"[1.1, 2.1, 1.1, 1.1]","[2.1, 16.0, 30.9, 45.7]",Docenti per fasce di età (%) (A.S. 2025/26),1.3,6.5,6.0,5.9,4.0,3.6
ISTD01000A,,,,,,,,,,,
ISTD003018,20.6,79.3,"[4.3, 7.6, 5.4, 3.3]","[7.6, 13.0, 25.0, 33.7]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,5.1,6.0,5.9,3.0,3.6
ISTF013015,18.4,81.6,"[2.5, 6.7, 5.0, 4.2]","[3.3, 8.3, 33.3, 36.7]",Docenti per fasce di età (%) (A.S. 2025/26),2.0,5.1,6.0,8.9,3.0,3.6
NAPC150009,15.8,84.2,"[3.5, 7.0, 1.8, 3.5]","[3.5, 8.8, 29.8, 42.1]",Docenti per fasce di età (%) (A.S. 2025/26),4.3,6.3,6.0,6.7,3.7,3.6
NAPC11000V,4.5,95.5,"[1.5, 1.5, 1.5, 0.0]","[0.0, 7.6, 19.7, 68.2]",Docenti per fasce di età (%) (A.S. 2025/26),3.0,6.3,6.0,5.9,3.7,3.6
NAPS200008,14.1,86.0,"[0.8, 7.8, 3.9, 1.6]","[3.1, 17.8, 19.4, 45.7]",Docenti per fasce di età (%) (A.S. 2025/26),5.2,6.3,6.0,2.2,3.7,3.6
NAPC14000P,10.1,89.89999999999999,"[1.3, 2.5, 3.8, 2.5]","[0.0, 6.3, 22.8, 60.8]",Docenti per fasce di età (%) (A.S. 2025/26),4.1,6.3,6.0,3.8,3.7,3.6
NAPC40000V,1.5,98.4,"[1.5, 0.0, 0.0, 0.0]","[0.0, 9.2, 21.5, 67.7]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,6.3,6.0,4.6,3.7,3.6
NAPC010002,2.8,97.1,"[0.0, 1.4, 0.0, 1.4]","[2.9, 8.7, 39.1, 46.4]",Docenti per fasce di età (%) (A.S. 2025/26),7.7,6.3,6.0,5.8,3.7,3.6
NAPC180005,5.9,94.19999999999999,"[0.0, 1.5, 1.5, 2.9]","[1.5, 5.9, 16.2, 70.6]",Docenti per fasce di età (%) (A.S. 2025/26),7.5,6.3,6.0,2.9,3.7,3.6
NAPC09000V,7.0,93.0,"[2.0, 2.0, 1.0, 2.0]","[0.0, 8.9, 25.7, 58.4]",Docenti per fasce di età (%) (A.S. 2025/26),5.3,6.3,6.0,5.3,3.7,3.6
NAPC053011,,,,,,,,,,,
NAPC06801P,8.8,91.3,"[3.3, 1.1, 3.3, 1.1]","[0.0, 14.1, 23.9, 53.3]",Docenti per fasce di età (%) (A.S. 2025/26),3.8,6.3,6.0,2.4,3.7,3.6
NAPC08500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPC095002,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPC24500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPCFD500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPS05000G,5.699999999999999,94.2,"[2.3, 2.3, 1.1, 0.0]","[0.0, 6.9, 24.1, 63.2]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,6.3,6.0,2.4,3.7,3.6
NAPS010005,,,,,,,,,,,
NAPS22000D,4.4,95.60000000000001,"[0.9, 0.0, 2.6, 0.9]","[0.9, 10.5, 19.3, 64.9]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,6.3,6.0,5.0,3.7,3.6
NAPS060006,6.800000000000001,93.1,"[1.4, 2.7, 2.7, 0.0]","[4.1, 2.7, 28.8, 57.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.0,6.3,6.0,3.0,3.7,3.6
NAPS84000X,12.8,87.2,"[0.0, 5.7, 5.7, 1.4]","[1.4, 2.9, 20.0, 62.9]",Docenti per fasce di età (%) (A.S. 2025/26),8.8,6.3,6.0,4.2,3.7,3.6
NAPS02601Q,16.5,83.5,"[6.3, 5.5, 4.7, 0.0]","[5.5, 12.6, 31.5, 33.9]",Docenti per fasce di età (%) (A.S. 2025/26),7.2,6.3,6.0,2.0,3.7,3.6
NAPM010006,10.299999999999999,89.60000000000001,"[2.3, 2.3, 4.6, 1.1]","[0.0, 6.9, 31.0, 51.7]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,6.3,6.0,8.9,3.7,3.6
NAPS07000R,11.7,88.3,"[2.1, 3.2, 4.3, 2.1]","[3.2, 13.8, 20.2, 51.1]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,6.3,6.0,1.2,3.7,3.6
NAPS02801B,,,,,,,,,,,
NAPS08000B,9.3,90.7,"[1.3, 1.3, 6.7, 0.0]","[0.0, 6.7, 30.7, 53.3]",Docenti per fasce di età (%) (A.S. 2025/26),1.4,6.3,6.0,11.5,3.7,3.6
NAPS053014,,,,,,,,,,,
NAPM02000R,7.0,92.9,"[1.0, 2.0, 2.0, 2.0]","[0.0, 4.0, 16.2, 72.7]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,6.3,6.0,4.1,3.7,3.6
NAPS045004,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPM05000L,12.299999999999999,87.6,"[4.1, 4.1, 3.3, 0.8]","[2.5, 2.5, 32.2, 50.4]",Docenti per fasce di età (%) (A.S. 2025/26),2.0,6.3,6.0,5.8,3.7,3.6
NAPS00601E,35.8,64.1,"[9.5, 14.7, 8.4, 3.2]","[8.4, 12.6, 14.7, 28.4]",Docenti per fasce di età (%) (A.S. 2025/26),15.6,6.3,6.0,0.0,3.7,3.6
NAPS68500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPS92500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPS02201C,22.0,78.2,"[4.9, 12.2, 3.7, 1.2]","[3.7, 11.0, 9.8, 53.7]",Docenti per fasce di età (%) (A.S. 2025/26),14.9,6.3,6.0,6.1,3.7,3.6
NAPS02701G,,,,,,,,,,,
NAPS265003,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPS09901D,9.8,90.3,"[0.0, 2.2, 2.2, 5.4]","[1.1, 4.3, 20.4, 64.5]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,6.3,6.0,6.0,3.7,3.6
NAPS14101P,12.9,86.9,"[1.1, 6.2, 4.5, 1.1]","[3.4, 10.2, 26.1, 47.2]",Docenti per fasce di età (%) (A.S. 2025/26),3.6,6.3,6.0,5.8,3.7,3.6
NAPS04201N,5.0,95.0,"[0.0, 4.0, 1.0, 0.0]","[4.0, 16.2, 26.3, 48.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.9,6.3,6.0,6.5,3.7,3.6
NAPS7Q5000,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPM02601R,16.5,83.5,"[6.3, 5.5, 4.7, 0.0]","[5.5, 12.6, 31.5, 33.9]",Docenti per fasce di età (%) (A.S. 2025/26),7.2,6.3,6.0,2.0,3.7,3.6
NAPSNL500R,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPM02801C,,,,,,,,,,,
NAPM160004,3.3000000000000003,96.60000000000001,"[1.1, 1.1, 1.1, 0.0]","[3.3, 12.2, 12.2, 68.9]",Docenti per fasce di età (%) (A.S. 2025/26),1.4,6.3,6.0,2.8,3.7,3.6
NAPM10000C,27.3,72.8,"[3.6, 15.5, 6.4, 1.8]","[5.5, 12.7, 19.1, 35.5]",Docenti per fasce di età (%) (A.S. 2025/26),2.7,6.3,6.0,2.7,3.7,3.6
NAPM06801V,8.8,91.3,"[3.3, 1.1, 3.3, 1.1]","[0.0, 14.1, 23.9, 53.3]",Docenti per fasce di età (%) (A.S. 2025/26),3.8,6.3,6.0,2.4,3.7,3.6
NAPM05500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPM02701L,,,,,,,,,,,
NAPMDC5007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPS087017,7.3,92.7,"[1.5, 2.9, 0.7, 2.2]","[0.7, 5.1, 27.0, 59.9]",Docenti per fasce di età (%) (A.S. 2025/26),6.3,6.3,6.0,4.7,3.7,3.6
NAPS860005,12.5,87.5,"[1.5, 2.9, 6.6, 1.5]","[0.7, 12.5, 22.1, 52.2]",Docenti per fasce di età (%) (A.S. 2025/26),2.7,6.3,6.0,5.2,3.7,3.6
NAPL19500R,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPS052018,27.2,72.7,"[3.0, 10.1, 11.1, 3.0]","[4.0, 10.1, 17.2, 41.4]",Docenti per fasce di età (%) (A.S. 2025/26),8.1,6.3,6.0,3.9,3.7,3.6
NAPLZL5002,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NAPM015009,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NASL13301L,,,,,,,,,,,
NASL010002,21.2,78.8,"[0.8, 8.3, 7.6, 4.5]","[1.5, 10.6, 21.2, 45.5]",Docenti per fasce di età (%) (A.S. 2025/26),2.0,6.3,6.0,3.9,3.7,3.6
NASD12401B,,,,,,,,,,,
NASL12601D,27.0,73.0,"[3.3, 13.8, 7.9, 2.0]","[3.9, 15.1, 23.7, 30.3]",Docenti per fasce di età (%) (A.S. 2025/26),10.7,6.3,6.0,1.9,3.7,3.6
NATD07000L,,,,,,,,,,,
NATD022018,22.0,78.2,"[4.9, 12.2, 3.7, 1.2]","[3.7, 11.0, 9.8, 53.7]",Docenti per fasce di età (%) (A.S. 2025/26),14.9,6.3,6.0,6.1,3.7,3.6
NATD099019,9.8,90.3,"[0.0, 2.2, 2.2, 5.4]","[1.1, 4.3, 20.4, 64.5]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,6.3,6.0,6.0,3.7,3.6
NATD087013,7.3,92.7,"[1.5, 2.9, 0.7, 2.2]","[0.7, 5.1, 27.0, 59.9]",Docenti per fasce di età (%) (A.S. 2025/26),6.3,6.3,6.0,4.7,3.7,3.6
NATD24000E,,,,,,,,,,,
NATD04201D,5.0,95.0,"[0.0, 4.0, 1.0, 0.0]","[4.0, 16.2, 26.3, 48.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.9,6.3,6.0,6.5,3.7,3.6
NATE02101X,17.900000000000002,82.1,"[1.3, 9.3, 5.3, 2.0]","[3.3, 6.6, 25.8, 46.4]",Docenti per fasce di età (%) (A.S. 2025/26),7.4,6.3,6.0,4.0,3.7,3.6
NATE104013,23.700000000000003,76.3,"[3.0, 11.9, 4.4, 4.4]","[2.2, 11.1, 23.7, 39.3]",Docenti per fasce di età (%) (A.S. 2025/26),9.3,6.3,6.0,4.0,3.7,3.6
NATD33500X,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NATD052014,27.2,72.7,"[3.0, 10.1, 11.1, 3.0]","[4.0, 10.1, 17.2, 41.4]",Docenti per fasce di età (%) (A.S. 2025/26),8.1,6.3,6.0,3.9,3.7,3.6
NATD12601C,27.0,73.0,"[3.3, 13.8, 7.9, 2.0]","[3.9, 15.1, 23.7, 30.3]",Docenti per fasce di età (%) (A.S. 2025/26),10.7,6.3,6.0,1.9,3.7,3.6
NATD865004,,,,,,,,,,,
NATN14101C,12.9,86.9,"[1.1, 6.2, 4.5, 1.1]","[3.4, 10.2, 26.1, 47.2]",Docenti per fasce di età (%) (A.S. 2025/26),3.6,6.3,6.0,5.8,3.7,3.6
NATD11101P,32.2,67.7,"[6.2, 15.5, 9.3, 1.2]","[3.7, 11.8, 23.6, 28.6]",Docenti per fasce di età (%) (A.S. 2025/26),9.4,6.3,6.0,1.0,3.7,3.6
NATD00601A,35.8,64.1,"[9.5, 14.7, 8.4, 3.2]","[8.4, 12.6, 14.7, 28.4]",Docenti per fasce di età (%) (A.S. 2025/26),15.6,6.3,6.0,0.0,3.7,3.6
NATN09801B,24.6,75.5,"[3.7, 11.9, 7.1, 1.9]","[2.6, 13.0, 29.0, 30.9]",Docenti per fasce di età (%) (A.S. 2025/26),6.5,6.3,6.0,2.6,3.7,3.6
NATN12301V,9.7,90.4,"[2.8, 4.0, 2.3, 0.6]","[2.3, 7.9, 20.3, 59.9]",Docenti per fasce di età (%) (A.S. 2025/26),4.8,6.3,6.0,5.0,3.7,3.6
NATN7V500I,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NATA06401X,,,,,,,,,,,
NATL01000B,,,,,,,,,,,
NATF02000T,19.0,81.10000000000001,"[0.7, 11.1, 5.2, 2.0]","[5.9, 11.8, 24.2, 39.2]",Docenti per fasce di età (%) (A.S. 2025/26),0.9,6.3,6.0,4.7,3.7,3.6
NATF05000N,26.1,73.7,"[2.8, 11.3, 9.9, 2.1]","[3.5, 9.9, 22.0, 38.3]",Docenti per fasce di età (%) (A.S. 2025/26),2.9,6.3,6.0,4.4,3.7,3.6
NATF010007,17.7,82.2,"[2.8, 9.3, 4.7, 0.9]","[5.6, 14.0, 18.7, 43.9]",Docenti per fasce di età (%) (A.S. 2025/26),8.4,6.3,6.0,2.5,3.7,3.6
NATF07000V,,,,,,,,,,,
NATF17000Q,19.599999999999998,80.3,"[1.9, 9.7, 6.1, 1.9]","[3.5, 9.4, 22.6, 44.8]",Docenti per fasce di età (%) (A.S. 2025/26),6.0,6.3,6.0,3.4,3.7,3.6
NATF190001,18.1,81.8,"[2.7, 6.7, 6.7, 2.0]","[4.7, 11.4, 22.1, 43.6]",Docenti per fasce di età (%) (A.S. 2025/26),5.9,6.3,6.0,0.0,3.7,3.6
NATF24000R,22.3,77.9,"[2.9, 7.9, 8.6, 2.9]","[4.3, 7.1, 17.9, 48.6]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,6.3,6.0,5.7,3.7,3.6
NATH00301L,19.099999999999998,80.7,"[1.9, 9.6, 3.8, 3.8]","[3.8, 9.6, 22.1, 45.2]",Docenti per fasce di età (%) (A.S. 2025/26),10.2,6.3,6.0,8.0,3.7,3.6
NATL16500C,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NATF05101E,19.799999999999997,80.2,"[2.8, 10.7, 4.0, 2.3]","[1.7, 7.3, 22.0, 49.2]",Docenti per fasce di età (%) (A.S. 2025/26),4.6,6.3,6.0,5.9,3.7,3.6
NATF11801Q,14.3,85.8,"[1.5, 6.0, 5.3, 1.5]","[2.3, 23.3, 27.1, 33.1]",Docenti per fasce di età (%) (A.S. 2025/26),13.8,6.3,6.0,1.8,3.7,3.6
NATF129016,26.3,73.7,"[6.9, 10.6, 6.9, 1.9]","[7.5, 12.5, 28.7, 25.0]",Docenti per fasce di età (%) (A.S. 2025/26),14.8,6.3,6.0,0.0,3.7,3.6
AVPM06000C,3.0,96.9,"[1.0, 1.0, 1.0, 0.0]","[1.0, 16.7, 24.0, 55.2]",Docenti per fasce di età (%) (A.S. 2025/26),4.7,6.3,6.0,3.4,3.7,3.6
AVPC090004,,,,,,,,,,,
AVPC040003,7.1,92.9,"[7.1, 0.0, 0.0, 0.0]","[2.4, 9.5, 31.0, 50.0]",Docenti per fasce di età (%) (A.S. 2025/26),5.4,6.3,6.0,4.9,3.7,3.6
AVPS06001C,,,,,,,,,,,
AVPS12000T,3.2,97.0,"[0.0, 0.0, 1.6, 1.6]","[1.6, 16.3, 31.8, 47.3]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,6.3,6.0,5.5,3.7,3.6
AVPM040007,5.699999999999999,94.3,"[1.4, 2.9, 0.7, 0.7]","[1.4, 10.0, 28.6, 54.3]",Docenti per fasce di età (%) (A.S. 2025/26),1.5,6.3,6.0,7.7,3.7,3.6
AVPS024019,15.7,84.2,"[2.6, 6.1, 7.0, 0.0]","[2.6, 15.8, 25.4, 40.4]",Docenti per fasce di età (%) (A.S. 2025/26),7.1,6.3,6.0,5.7,3.7,3.6
AVPSPT500F,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
SAPS06000L,5.0,95.1,"[0.0, 3.0, 1.0, 1.0]","[0.0, 3.0, 21.8, 70.3]",Docenti per fasce di età (%) (A.S. 2025/26),1.1,6.3,6.0,3.2,3.7,3.6
SAPS04000B,7.800000000000001,92.3,"[1.3, 2.6, 1.3, 2.6]","[1.3, 13.0, 33.8, 44.2]",Docenti per fasce di età (%) (A.S. 2025/26),2.9,6.3,6.0,1.5,3.7,3.6
NAPM07103R,,,,,,,,,,,
SAPC00101P,8.8,91.2,"[1.6, 4.0, 2.4, 0.8]","[0.8, 6.5, 27.4, 56.5]",Docenti per fasce di età (%) (A.S. 2025/26),2.7,6.3,6.0,6.1,3.7,3.6
NAPC33001V,3.5999999999999996,96.3,"[0.0, 1.2, 2.4, 0.0]","[0.0, 10.8, 33.7, 51.8]",Docenti per fasce di età (%) (A.S. 2025/26),1.3,6.3,6.0,5.1,3.7,3.6
NAPS02000Q,7.699999999999999,92.3,"[0.0, 4.8, 1.9, 1.0]","[1.9, 11.4, 29.5, 49.5]",Docenti per fasce di età (%) (A.S. 2025/26),4.1,6.3,6.0,1.9,3.7,3.6
NAPS24000P,4.0,96.2,"[0.8, 1.6, 0.8, 0.8]","[3.9, 15.5, 28.7, 48.1]",Docenti per fasce di età (%) (A.S. 2025/26),2.0,6.3,6.0,1.8,3.7,3.6
AVSD01000R,,,,,,,,,,,
SASL054017,,,,,,,,,,,
SAPM07301R,12.200000000000001,87.6,"[4.5, 3.2, 3.2, 1.3]","[7.1, 16.2, 33.8, 30.5]",Docenti per fasce di età (%) (A.S. 2025/26),7.3,6.3,6.0,3.1,3.7,3.6
AVTD03000B,1.7,98.3,"[0.0, 0.0, 1.7, 0.0]","[0.0, 13.0, 27.0, 58.3]",Docenti per fasce di età (%) (A.S. 2025/26),1.9,6.3,6.0,2.8,3.7,3.6
AVTD045005,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
AVTD075001,,,,,,,,,,,
AVTDAS5006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
AVTA01000Q,,,,,,,,,,,
AVTF01901X,,,,,,,,,,,
AVTLU25001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
AVTFTA500S,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BNPC02000N,3.3,96.7,"[0.0, 3.3, 0.0, 0.0]","[0.0, 4.9, 31.1, 60.7]",Docenti per fasce di età (%) (A.S. 2025/26),1.7,6.3,6.0,0.0,3.7,3.6
BNPC015006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BNPS010006,3.3000000000000003,96.6,"[1.1, 0.0, 1.1, 1.1]","[2.2, 10.1, 31.5, 52.8]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,6.3,6.0,9.4,3.7,3.6
BNPS016016,8.8,91.2,"[1.6, 1.6, 2.4, 3.2]","[1.6, 12.0, 20.0, 57.6]",Docenti per fasce di età (%) (A.S. 2025/26),5.7,6.3,6.0,1.9,3.7,3.6
BNTF01401L,2.0999999999999996,97.7,"[0.0, 0.7, 0.7, 0.7]","[1.4, 8.7, 24.6, 63.0]",Docenti per fasce di età (%) (A.S. 2025/26),3.2,6.3,6.0,4.6,3.7,3.6
BNPM02000T,13.7,86.4,"[1.4, 2.9, 6.5, 2.9]","[2.2, 0.7, 22.3, 61.2]",Docenti per fasce di età (%) (A.S. 2025/26),0.9,6.3,6.0,5.8,3.7,3.6
BNPM003015,6.5,93.6,"[0.0, 0.0, 2.8, 3.7]","[2.8, 17.4, 27.5, 45.9]",Docenti per fasce di età (%) (A.S. 2025/26),3.1,6.3,6.0,2.0,3.7,3.6
BNPC002015,5.699999999999999,94.4,"[0.0, 1.9, 1.9, 1.9]","[2.8, 15.9, 16.8, 58.9]",Docenti per fasce di età (%) (A.S. 2025/26),2.0,6.3,6.0,1.0,3.7,3.6
BNIS01100L,,,,,,,,,,,
BNSD02201X,,,,,,,,,,,
AVSD013019,8.299999999999999,91.7,"[1.7, 3.3, 3.3, 0.0]","[1.7, 11.7, 23.3, 55.0]",Docenti per fasce di età (%) (A.S. 2025/26),5.9,6.3,6.0,5.8,3.7,3.6
BNTD01401A,2.0999999999999996,97.7,"[0.0, 0.7, 0.7, 0.7]","[1.4, 8.7, 24.6, 63.0]",Docenti per fasce di età (%) (A.S. 2025/26),3.2,6.3,6.0,4.6,3.7,3.6
BNTD02701C,11.100000000000001,88.9,"[5.9, 2.2, 3.0, 0.0]","[1.5, 16.3, 24.4, 46.7]",Docenti per fasce di età (%) (A.S. 2025/26),10.4,6.3,6.0,1.8,3.7,3.6
BNTL01601C,8.8,91.2,"[1.6, 1.6, 2.4, 3.2]","[1.6, 12.0, 20.0, 57.6]",Docenti per fasce di età (%) (A.S. 2025/26),5.7,6.3,6.0,1.9,3.7,3.6
BNTF010008,4.6,95.5,"[1.3, 1.3, 2.0, 0.0]","[2.0, 17.0, 28.1, 48.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.5,6.3,6.0,2.7,3.7,3.6
BNTF02701P,11.100000000000001,88.9,"[5.9, 2.2, 3.0, 0.0]","[1.5, 16.3, 24.4, 46.7]",Docenti per fasce di età (%) (A.S. 2025/26),10.4,6.3,6.0,1.8,3.7,3.6
CEPC110001,0.0,100.1,"[0.0, 0.0, 0.0, 0.0]","[1.2, 7.1, 29.4, 62.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.8,6.3,6.0,6.3,3.7,3.6
CEPS03000C,2.4000000000000004,97.7,"[0.0, 0.8, 0.8, 0.8]","[1.6, 13.4, 33.1, 49.6]",Docenti per fasce di età (%) (A.S. 2025/26),1.7,6.3,6.0,2.4,3.7,3.6
CEPC05000E,,,,,,,,,,,
CEPC015007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CEPM010008,5.1,95.0,"[1.1, 1.7, 0.6, 1.7]","[1.7, 17.3, 25.7, 50.3]",Docenti per fasce di età (%) (A.S. 2025/26),3.9,6.3,6.0,3.8,3.7,3.6
CEPC10000A,6.6000000000000005,93.4,"[2.2, 0.0, 2.2, 2.2]","[0.0, 11.1, 35.6, 46.7]",Docenti per fasce di età (%) (A.S. 2025/26),8.1,6.3,6.0,0.0,3.7,3.6
CEPS10000D,,,,,,,,,,,
CEPS010007,2.8,97.1,"[0.7, 1.4, 0.7, 0.0]","[1.4, 5.1, 37.7, 52.9]",Docenti per fasce di età (%) (A.S. 2025/26),2.2,6.3,6.0,7.0,3.7,3.6
CEPS090004,0.0,100.0,"[0.0, 0.0, 0.0, 0.0]","[5.8, 21.4, 31.1, 41.7]",Docenti per fasce di età (%) (A.S. 2025/26),7.1,6.3,6.0,3.9,3.7,3.6
CEPS875001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CETF02000X,,,,,,,,,,,
CEPS16500H,,,,,,,,,,,
CEPSSR500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CEPQ011019,10.0,89.8,"[0.7, 4.3, 3.6, 1.4]","[5.8, 13.0, 26.1, 44.9]",Docenti per fasce di età (%) (A.S. 2025/26),13.6,6.3,6.0,5.4,3.7,3.6
CEPM07000X,13.0,87.0,"[1.6, 5.7, 4.1, 1.6]","[4.9, 14.6, 23.6, 43.9]",Docenti per fasce di età (%) (A.S. 2025/26),11.0,6.3,6.0,2.8,3.7,3.6
CEPL015005,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CESD020008,,,,,,,,,,,
CESL02101G,,,,,,,,,,,
CESD021015,7.5,92.4,"[2.8, 2.4, 1.4, 0.9]","[6.1, 18.4, 29.7, 38.2]",Docenti per fasce di età (%) (A.S. 2025/26),2.8,6.3,6.0,4.4,3.7,3.6
CESL02201B,5.4,94.7,"[0.8, 1.5, 0.8, 2.3]","[1.5, 15.8, 21.8, 55.6]",Docenti per fasce di età (%) (A.S. 2025/26),3.7,6.3,6.0,5.0,3.7,3.6
CETL06000E,6.2,93.7,"[1.0, 2.1, 2.1, 1.0]","[0.0, 5.2, 32.3, 56.2]",Docenti per fasce di età (%) (A.S. 2025/26),12.8,6.3,6.0,0.0,3.7,3.6
CETD200006,,,,,,,,,,,
CETD04000V,,,,,,,,,,,
CETD03901Q,9.600000000000001,90.39999999999999,"[1.6, 6.4, 0.8, 0.8]","[5.6, 13.6, 22.4, 48.8]",Docenti per fasce di età (%) (A.S. 2025/26),4.4,6.3,6.0,1.0,3.7,3.6
CETD135008,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CETDHG500L,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CETD115003,,,,,,,,,,,
CETDHL500C,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CETB015007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CETF02101R,7.5,92.4,"[2.8, 2.4, 1.4, 0.9]","[6.1, 18.4, 29.7, 38.2]",Docenti per fasce di età (%) (A.S. 2025/26),2.8,6.3,6.0,4.4,3.7,3.6
CETAVH500S,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CETFQ95001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CETF6B500H,,,,,,,,,,,
CETL04500C,,,,,,,,,,,
CERI02401B,,,,,,,,,,,
CETF8R5001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
SAPC06000D,,,,,,,,,,,
SAPC12000X,4.199999999999999,95.8,"[0.0, 2.8, 0.0, 1.4]","[1.4, 8.3, 33.3, 52.8]",Docenti per fasce di età (%) (A.S. 2025/26),2.9,6.3,6.0,8.0,3.7,3.6
SAPC040008,3.0,96.89999999999999,"[0.0, 1.5, 0.0, 1.5]","[0.0, 3.0, 10.6, 83.3]",Docenti per fasce di età (%) (A.S. 2025/26),1.6,6.3,6.0,4.8,3.7,3.6
SAPC005001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
SAPS020006,11.9,88.0,"[0.0, 1.5, 10.4, 0.0]","[0.0, 3.0, 11.9, 73.1]",Docenti per fasce di età (%) (A.S. 2025/26),1.6,6.3,6.0,10.4,3.7,3.6
SAPS09000C,5.6,94.10000000000001,"[1.1, 1.1, 2.3, 1.1]","[1.1, 10.3, 24.1, 58.6]",Docenti per fasce di età (%) (A.S. 2025/26),2.4,6.3,6.0,5.7,3.7,3.6
SAPS03000R,,,,,,,,,,,
SAPM020007,11.6,88.4,"[1.4, 3.7, 5.6, 0.9]","[2.3, 13.4, 27.3, 45.4]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,6.3,6.0,5.9,3.7,3.6
SAPM050003,3.9,96.1,"[0.0, 1.0, 2.9, 0.0]","[1.0, 4.9, 28.4, 61.8]",Docenti per fasce di età (%) (A.S. 2025/26),2.2,6.3,6.0,5.3,3.7,3.6
SAPM03000T,,,,,,,,,,,
SAPL025004,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
SATD039014,,,,,,,,,,,
SATD06901X,10.9,88.89999999999999,"[1.8, 5.5, 1.8, 1.8]","[0.0, 5.5, 12.8, 70.6]",Docenti per fasce di età (%) (A.S. 2025/26),7.4,6.3,6.0,2.0,3.7,3.6
SATD01000B,,,,,,,,,,,
SATD075006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
