cod_scuola,tasso_precariato_docenti_pct,pct_tempo_indeterminato,fasce_eta_tempo_determinato,fasce_eta_tempo_indeterminato,anno_scolastico_personale,trasferiti_pct_scuola,trasferiti_pct_regione,trasferiti_pct_italia,pensionati_pct_scuola,pensionati_pct_regione,pensionati_pct_italia
SATD125002,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
SATF07401N,18.8,81.3,"[4.7, 7.0, 5.5, 1.6]","[0.8, 7.0, 14.1, 59.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.7,6.3,6.0,9.9,3.7,3.6
SATE04801A,,,,,,,,,,,
SATF04601D,8.6,91.2,"[0.0, 3.6, 3.6, 1.4]","[0.7, 6.5, 18.8, 65.2]",Docenti per fasce di età (%) (A.S. 2025/26),1.7,6.3,6.0,3.9,3.7,3.6
SATH00601E,14.7,85.3,"[1.1, 4.5, 8.0, 1.1]","[2.3, 9.1, 27.3, 46.6]",Docenti per fasce di età (%) (A.S. 2025/26),5.5,6.3,6.0,3.7,3.7,3.6
SATL06601V,9.1,91.0,"[0.5, 4.3, 2.7, 1.6]","[2.7, 12.2, 28.2, 47.9]",Docenti per fasce di età (%) (A.S. 2025/26),3.3,6.3,6.0,3.1,3.7,3.6
SATFH5500B,,,,,,,,,,,
BAPC150004,4.3,95.6,"[2.9, 0.0, 0.0, 1.4]","[0.0, 1.4, 23.2, 71.0]",Docenti per fasce di età (%) (A.S. 2025/26),1.5,7.0,6.0,7.5,4.1,3.6
BAPC13000V,3.9000000000000004,96.0,"[0.0, 1.3, 1.3, 1.3]","[1.3, 3.9, 40.8, 50.0]",Docenti per fasce di età (%) (A.S. 2025/26),2.8,7.0,6.0,0.0,4.1,3.6
BAPS02000E,19.4,80.5,"[8.0, 5.7, 4.6, 1.1]","[0.0, 11.5, 25.3, 43.7]",Docenti per fasce di età (%) (A.S. 2025/26),2.7,7.0,6.0,0.0,4.1,3.6
BAPS060001,5.5,94.5,"[2.2, 1.1, 1.1, 1.1]","[1.1, 6.7, 40.0, 46.7]",Docenti per fasce di età (%) (A.S. 2025/26),6.0,7.0,6.0,3.6,4.1,3.6
BAPS05000A,4.5,95.5,"[0.9, 0.9, 1.8, 0.9]","[4.5, 1.8, 24.3, 64.9]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,7.0,6.0,8.5,4.1,3.6
BAPS01000X,9.1,91.0,"[3.4, 0.0, 3.4, 2.3]","[0.0, 5.7, 27.3, 58.0]",Docenti per fasce di età (%) (A.S. 2025/26),1.1,7.0,6.0,7.6,4.1,3.6
BAPS270009,8.0,91.89999999999999,"[2.4, 1.6, 2.4, 1.6]","[0.0, 10.6, 33.3, 48.0]",Docenti per fasce di età (%) (A.S. 2025/26),2.9,7.0,6.0,3.8,4.1,3.6
BAPS12000B,12.1,87.7,"[1.2, 7.3, 1.2, 2.4]","[2.4, 13.4, 25.6, 46.3]",Docenti per fasce di età (%) (A.S. 2025/26),6.8,7.0,6.0,2.8,4.1,3.6
BAPS24000D,20.9,79.1,"[5.2, 7.5, 6.0, 2.2]","[2.2, 16.4, 23.9, 36.6]",Docenti per fasce di età (%) (A.S. 2025/26),1.9,7.0,6.0,3.7,4.1,3.6
BAPS029012,32.4,67.5,"[6.5, 12.5, 12.0, 1.4]","[4.2, 15.7, 23.1, 24.5]",Docenti per fasce di età (%) (A.S. 2025/26),13.4,7.0,6.0,3.2,4.1,3.6
BAPS06301D,14.4,85.5,"[0.8, 7.4, 3.7, 2.5]","[3.3, 11.2, 32.6, 38.4]",Docenti per fasce di età (%) (A.S. 2025/26),4.0,7.0,6.0,6.5,4.1,3.6
BAPSV85002,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BAPM010001,24.4,75.5,"[5.9, 7.8, 7.8, 2.9]","[2.0, 10.8, 28.4, 34.3]",Docenti per fasce di età (%) (A.S. 2025/26),5.6,7.0,6.0,6.9,4.1,3.6
BAPM02000G,12.7,87.4,"[2.1, 5.3, 3.2, 2.1]","[0.0, 10.5, 25.3, 51.6]",Docenti per fasce di età (%) (A.S. 2025/26),1.4,7.0,6.0,3.9,4.1,3.6
BAPS028016,5.0,95.0,"[0.0, 1.0, 2.0, 2.0]","[0.0, 10.0, 30.0, 55.0]",Docenti per fasce di età (%) (A.S. 2025/26),6.4,7.0,6.0,4.2,4.1,3.6
BAPS06801L,31.0,69.0,"[10.3, 11.1, 4.8, 4.8]","[2.4, 9.5, 24.6, 32.5]",Docenti per fasce di età (%) (A.S. 2025/26),8.6,7.0,6.0,7.4,4.1,3.6
BAPS05901T,12.8,87.2,"[1.9, 5.1, 3.2, 2.6]","[1.3, 5.1, 25.0, 55.8]",Docenti per fasce di età (%) (A.S. 2025/26),3.1,7.0,6.0,4.3,4.1,3.6
BATD050006,,,,,,,,,,,
BASL06000T,29.0,71.1,"[8.3, 8.8, 7.5, 4.4]","[1.3, 11.0, 23.7, 35.1]",Docenti per fasce di età (%) (A.S. 2025/26),0.7,7.0,6.0,0.6,4.1,3.6
BATD25000X,,,,,,,,,,,
BATD021017,,,,,,,,,,,
BATD13000T,24.1,76.1,"[3.1, 9.3, 10.1, 1.6]","[3.1, 10.9, 20.2, 41.9]",Docenti per fasce di età (%) (A.S. 2025/26),5.4,7.0,6.0,2.7,4.1,3.6
BATD01500V,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BATD105005,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BATF230001,17.9,82.2,"[4.1, 6.2, 5.5, 2.1]","[2.7, 11.0, 27.4, 41.1]",Docenti per fasce di età (%) (A.S. 2025/26),5.2,7.0,6.0,0.8,4.1,3.6
BATF06301G,14.4,85.5,"[0.8, 7.4, 3.7, 2.5]","[3.3, 11.2, 32.6, 38.4]",Docenti per fasce di età (%) (A.S. 2025/26),4.0,7.0,6.0,6.5,4.1,3.6
BATE04901E,,,,,,,,,,,
BATH040009,,,,,,,,,,,
BATD03701R,24.7,75.3,"[4.3, 7.4, 7.4, 5.6]","[4.9, 13.6, 20.4, 36.4]",Docenti per fasce di età (%) (A.S. 2025/26),9.6,7.0,6.0,5.5,4.1,3.6
BAPC01000R,,,,,,,,,,,
BAPC04000L,,,,,,,,,,,
BAPC21000E,,,,,,,,,,,
FGPC02601Q,,,,,,,,,,,
BAPS150007,,,,,,,,,,,
BAPS080006,,,,,,,,,,,
BAPS11000R,,,,,,,,,,,
FGPS053017,,,,,,,,,,,
FGPS08000E,14.2,85.89999999999999,"[3.0, 5.1, 5.1, 1.0]","[6.1, 15.2, 21.2, 43.4]",Docenti per fasce di età (%) (A.S. 2025/26),7.5,7.0,6.0,9.0,4.1,3.6
BAPM05601B,,,,,,,,,,,
BAPLS4500L,,,,,,,,,,,
BASL04601L,,,,,,,,,,,
BASL044011,,,,,,,,,,,
BAIS07800R,,,,,,,,,,,
BATD07500E,,,,,,,,,,,
BATF060003,,,,,,,,,,,
BATD320001,,,,,,,,,,,
BATD043014,,,,,,,,,,,
BRPC00801X,26.400000000000002,73.6,"[4.4, 10.3, 8.8, 2.9]","[1.5, 10.3, 25.0, 36.8]",Docenti per fasce di età (%) (A.S. 2025/26),12.7,7.0,6.0,3.8,4.1,3.6
LEPC03000R,10.9,89.10000000000001,"[0.8, 6.2, 3.1, 0.8]","[0.8, 4.7, 35.9, 47.7]",Docenti per fasce di età (%) (A.S. 2025/26),1.7,7.0,6.0,5.0,4.1,3.6
BRPC002011,,,,,,,,,,,
BRPC006018,22.9,77.1,"[3.7, 7.3, 6.4, 5.5]","[4.6, 8.3, 24.8, 39.4]",Docenti per fasce di età (%) (A.S. 2025/26),14.6,7.0,6.0,1.2,4.1,3.6
BRPC00401L,,,,,,,,,,,
LEPC04601B,,,,,,,,,,,
BRPS060003,,,,,,,,,,,
BRPS01101V,29.9,70.2,"[2.8, 10.4, 11.1, 5.6]","[3.5, 15.3, 20.8, 30.6]",Docenti per fasce di età (%) (A.S. 2025/26),3.4,7.0,6.0,5.2,4.1,3.6
BRPS01701T,12.3,87.8,"[1.4, 2.2, 6.5, 2.2]","[6.5, 13.7, 34.5, 33.1]",Docenti per fasce di età (%) (A.S. 2025/26),4.4,7.0,6.0,4.5,4.1,3.6
LEPS04401V,6.8999999999999995,93.3,"[1.4, 1.4, 0.0, 4.1]","[0.0, 9.5, 23.0, 60.8]",Docenti per fasce di età (%) (A.S. 2025/26),9.0,7.0,6.0,8.2,4.1,3.6
LEPM01000Q,2.7,97.3,"[0.0, 1.8, 0.0, 0.9]","[1.8, 11.5, 32.7, 51.3]",Docenti per fasce di età (%) (A.S. 2025/26),1.0,7.0,6.0,2.8,4.1,3.6
BRPM010003,16.6,83.3,"[0.8, 5.0, 5.0, 5.8]","[2.5, 12.5, 32.5, 35.8]",Docenti per fasce di età (%) (A.S. 2025/26),2.2,7.0,6.0,9.5,4.1,3.6
LESL041018,,,,,,,,,,,
BRPC04000P,30.4,69.5,"[6.5, 7.1, 12.3, 4.5]","[1.9, 14.3, 28.6, 24.7]",Docenti per fasce di età (%) (A.S. 2025/26),7.8,7.0,6.0,0.0,4.1,3.6
LETD00201L,9.1,90.9,"[2.0, 2.0, 5.1, 0.0]","[1.0, 8.1, 29.3, 52.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.4,7.0,6.0,4.2,4.1,3.6
BRTH020006,25.0,75.0,"[0.9, 12.5, 8.0, 3.6]","[3.6, 11.6, 25.0, 34.8]",Docenti per fasce di età (%) (A.S. 2025/26),4.7,7.0,6.0,3.9,4.1,3.6
BRTD04500A,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BRTF030009,,,,,,,,,,,
BRTF010004,19.4,80.5,"[3.7, 9.7, 6.0, 0.0]","[6.7, 13.4, 14.9, 45.5]",Docenti per fasce di età (%) (A.S. 2025/26),2.7,7.0,6.0,1.0,4.1,3.6
FGPC15000C,7.2,92.7,"[0.0, 0.9, 4.5, 1.8]","[1.8, 9.1, 30.0, 51.8]",Docenti per fasce di età (%) (A.S. 2025/26),4.2,7.0,6.0,4.9,4.1,3.6
FGPC160003,13.3,86.7,"[0.7, 5.2, 4.4, 3.0]","[2.2, 7.4, 19.3, 57.8]",Docenti per fasce di età (%) (A.S. 2025/26),5.0,7.0,6.0,4.2,4.1,3.6
FGPS010008,7.6,92.4,"[0.0, 2.2, 4.3, 1.1]","[2.2, 9.8, 29.3, 51.1]",Docenti per fasce di età (%) (A.S. 2025/26),2.5,7.0,6.0,3.8,4.1,3.6
FGPS040004,4.0,95.9,"[0.0, 2.0, 2.0, 0.0]","[4.1, 9.2, 30.6, 52.0]",Docenti per fasce di età (%) (A.S. 2025/26),2.2,7.0,6.0,7.6,4.1,3.6
FGPM03000E,12.0,87.9,"[1.8, 3.0, 6.0, 1.2]","[3.0, 7.2, 25.3, 52.4]",Docenti per fasce di età (%) (A.S. 2025/26),1.5,7.0,6.0,7.6,4.1,3.6
FGPM10000G,2.7,97.10000000000001,"[0.0, 0.9, 0.9, 0.9]","[3.7, 8.4, 30.8, 54.2]",Docenti per fasce di età (%) (A.S. 2025/26),8.1,7.0,6.0,4.0,4.1,3.6
FGTD08000A,16.6,83.39999999999999,"[1.5, 5.3, 6.8, 3.0]","[1.5, 7.6, 22.0, 52.3]",Docenti per fasce di età (%) (A.S. 2025/26),7.1,7.0,6.0,2.7,4.1,3.6
FGTD21000T,,,,,,,,,,,
FGTDO25007,,,,,,,,,,,
FGTF13000C,18.0,81.9,"[3.0, 6.5, 8.5, 0.0]","[3.0, 8.5, 18.1, 52.3]",Docenti per fasce di età (%) (A.S. 2025/26),6.0,7.0,6.0,3.3,4.1,3.6
FGTF00801B,17.8,82.3,"[1.2, 5.5, 8.7, 2.4]","[2.8, 13.4, 18.9, 47.2]",Docenti per fasce di età (%) (A.S. 2025/26),6.4,7.0,6.0,2.5,4.1,3.6
LEPS01000P,3.0,97.0,"[0.0, 1.0, 2.0, 0.0]","[2.0, 8.0, 23.0, 64.0]",Docenti per fasce di età (%) (A.S. 2025/26),2.1,7.0,6.0,4.3,4.1,3.6
LEPS07000A,1.7,98.3,"[0.0, 0.0, 1.7, 0.0]","[0.8, 6.8, 28.0, 62.7]",Docenti per fasce di età (%) (A.S. 2025/26),2.7,7.0,6.0,0.9,4.1,3.6
LEPS02500C,,,,,,,,,,,
LEPS02901R,,,,,,,,,,,
LEPS04601E,,,,,,,,,,,
LEPS034018,6.2,93.8,"[0.0, 1.9, 3.7, 0.6]","[2.5, 8.7, 26.1, 56.5]",Docenti per fasce di età (%) (A.S. 2025/26),0.8,7.0,6.0,5.5,4.1,3.6
LEPM02901T,,,,,,,,,,,
LESD02601Q,,,,,,,,,,,
LESD02701G,,,,,,,,,,,
LETD08000R,3.0,97.0,"[0.0, 1.0, 1.0, 1.0]","[2.9, 5.9, 33.3, 54.9]",Docenti per fasce di età (%) (A.S. 2025/26),4.7,7.0,6.0,6.9,4.1,3.6
LETE010002,1.4,98.6,"[0.0, 1.4, 0.0, 0.0]","[2.1, 7.6, 24.3, 64.6]",Docenti per fasce di età (%) (A.S. 2025/26),1.5,7.0,6.0,7.8,4.1,3.6
LETD042013,8.4,91.5,"[0.0, 2.8, 3.5, 2.1]","[2.8, 9.9, 28.4, 50.4]",Docenti per fasce di età (%) (A.S. 2025/26),9.6,7.0,6.0,6.7,4.1,3.6
LETD04401P,6.8999999999999995,93.3,"[1.4, 1.4, 0.0, 4.1]","[0.0, 9.5, 23.0, 60.8]",Docenti per fasce di età (%) (A.S. 2025/26),9.0,7.0,6.0,8.2,4.1,3.6
LETD075009,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
LETD03101L,6.7,93.3,"[1.8, 1.8, 0.6, 2.5]","[3.1, 13.5, 35.0, 41.7]",Docenti per fasce di età (%) (A.S. 2025/26),13.4,7.0,6.0,0.7,4.1,3.6
LETL04201D,8.4,91.5,"[0.0, 2.8, 3.5, 2.1]","[2.8, 9.9, 28.4, 50.4]",Docenti per fasce di età (%) (A.S. 2025/26),9.6,7.0,6.0,6.7,4.1,3.6
LETA00101A,7.1000000000000005,92.8,"[0.0, 3.2, 1.3, 2.6]","[1.3, 9.7, 28.6, 53.2]",Docenti per fasce di età (%) (A.S. 2025/26),3.9,7.0,6.0,2.9,4.1,3.6
LETF03401A,6.2,93.8,"[0.0, 1.9, 3.7, 0.6]","[2.5, 8.7, 26.1, 56.5]",Docenti per fasce di età (%) (A.S. 2025/26),0.8,7.0,6.0,5.5,4.1,3.6
TAPC10000Q,21.4,78.5,"[4.5, 3.9, 10.4, 2.6]","[4.5, 7.8, 27.9, 38.3]",Docenti per fasce di età (%) (A.S. 2025/26),0.9,7.0,6.0,1.8,4.1,3.6
TAPC13000G,,,,,,,,,,,
TAPC070005,8.4,91.5,"[2.5, 3.4, 2.5, 0.0]","[4.2, 5.1, 27.1, 55.1]",Docenti per fasce di età (%) (A.S. 2025/26),6.3,7.0,6.0,3.7,4.1,3.6
TAPS03000T,12.9,87.2,"[5.9, 5.0, 2.0, 0.0]","[8.9, 14.9, 19.8, 43.6]",Docenti per fasce di età (%) (A.S. 2025/26),14.3,7.0,6.0,6.7,4.1,3.6
TAPS140009,,,,,,,,,,,
TAPS02500A,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
TAPS042015,12.7,87.2,"[0.0, 5.1, 5.9, 1.7]","[5.9, 10.2, 18.6, 52.5]",Docenti per fasce di età (%) (A.S. 2025/26),4.4,7.0,6.0,6.7,4.1,3.6
TAPS03801D,27.0,73.1,"[4.1, 8.7, 9.6, 4.6]","[5.9, 8.7, 24.7, 33.8]",Docenti per fasce di età (%) (A.S. 2025/26),11.0,7.0,6.0,5.8,4.1,3.6
TAPM020008,27.0,73.1,"[5.6, 11.9, 7.1, 2.4]","[0.8, 4.8, 17.5, 50.0]",Docenti per fasce di età (%) (A.S. 2025/26),2.2,7.0,6.0,12.2,4.1,3.6
TAIS031008,,,,,,,,,,,
TAPS18000Q,16.2,83.7,"[3.6, 5.4, 6.3, 0.9]","[4.5, 8.1, 29.7, 41.4]",Docenti per fasce di età (%) (A.S. 2025/26),2.1,7.0,6.0,3.3,4.1,3.6
TATE04201C,12.7,87.2,"[0.0, 5.1, 5.9, 1.7]","[5.9, 10.2, 18.6, 52.5]",Docenti per fasce di età (%) (A.S. 2025/26),4.4,7.0,6.0,6.7,4.1,3.6
TATD08000P,29.7,70.2,"[2.7, 10.8, 11.7, 4.5]","[2.7, 7.2, 13.5, 46.8]",Docenti per fasce di età (%) (A.S. 2025/26),6.4,7.0,6.0,7.8,4.1,3.6
TATD055002,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
TATD08500T,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
TATE00500C,,,,,,,,,,,
TATF02901R,,,,,,,,,,,
TATF01000P,,,,,,,,,,,
TATF02402P,33.300000000000004,66.7,"[5.9, 11.3, 11.3, 4.8]","[3.8, 16.7, 19.9, 26.3]",Docenti per fasce di età (%) (A.S. 2025/26),15.8,7.0,6.0,0.0,4.1,3.6
TATF02500C,,,,,,,,,,,
TATF035003,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
TATF034018,,,,,,,,,,,
PZPC040004,1.6,98.4,"[0.0, 1.6, 0.0, 0.0]","[0.0, 3.3, 37.7, 57.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.2,7.1,6.0,3.2,3.6,3.6
PZPC00202B,12.1,87.8,"[3.7, 3.7, 1.9, 2.8]","[1.9, 12.1, 30.8, 43.0]",Docenti per fasce di età (%) (A.S. 2025/26),10.6,7.1,6.0,3.1,3.6,3.6
SAPC013011,18.6,81.3,"[0.8, 8.9, 6.5, 2.4]","[0.8, 16.3, 24.4, 39.8]",Docenti per fasce di età (%) (A.S. 2025/26),5.4,6.3,6.0,2.2,3.7,3.6
PZPS040007,0.0,99.9,"[0.0, 0.0, 0.0, 0.0]","[1.0, 7.1, 29.6, 62.2]",Docenti per fasce di età (%) (A.S. 2025/26),1.1,7.1,6.0,6.3,3.6,3.6
PZPS12000V,4.1,96.0,"[0.0, 0.0, 2.7, 1.4]","[1.4, 9.5, 37.8, 47.3]",Docenti per fasce di età (%) (A.S. 2025/26),8.6,7.1,6.0,2.8,3.6,3.6
PZPM01000C,,,,,,,,,,,
PZPM00201E,12.1,87.8,"[3.7, 3.7, 1.9, 2.8]","[1.9, 12.1, 30.8, 43.0]",Docenti per fasce di età (%) (A.S. 2025/26),10.6,7.1,6.0,3.1,3.6,3.6
PZPS02901D,13.6,86.5,"[1.4, 9.5, 2.7, 0.0]","[6.8, 10.8, 23.0, 45.9]",Docenti per fasce di età (%) (A.S. 2025/26),10.5,7.1,6.0,3.4,3.6,3.6
PZPS01901V,6.8,93.1,"[1.7, 3.4, 1.7, 0.0]","[10.3, 10.3, 25.9, 46.6]",Docenti per fasce di età (%) (A.S. 2025/26),5.8,7.1,6.0,0.0,3.6,3.6
PZTD024038,5.2,94.8,"[0.9, 0.9, 1.7, 1.7]","[0.9, 7.8, 30.4, 55.7]",Docenti per fasce di età (%) (A.S. 2025/26),1.0,7.1,6.0,5.7,3.6,3.6
SAPS027012,21.3,78.8,"[2.4, 10.6, 7.1, 1.2]","[3.5, 20.0, 15.3, 40.0]",Docenti per fasce di età (%) (A.S. 2025/26),18.8,6.3,6.0,3.3,3.7,3.6
PZSD030003,12.2,87.7,"[5.0, 3.6, 2.2, 1.4]","[4.3, 15.8, 28.8, 38.8]",Docenti per fasce di età (%) (A.S. 2025/26),6.3,7.1,6.0,3.1,3.6,3.6
PZSD00201X,12.1,87.8,"[3.7, 3.7, 1.9, 2.8]","[1.9, 12.1, 30.8, 43.0]",Docenti per fasce di età (%) (A.S. 2025/26),10.6,7.1,6.0,3.1,3.6,3.6
PZTL022011,7.2,92.8,"[3.9, 2.0, 1.3, 0.0]","[2.0, 15.8, 34.9, 40.1]",Docenti per fasce di età (%) (A.S. 2025/26),5.8,7.1,6.0,5.0,3.6,3.6
PZTF02203V,7.2,92.8,"[3.9, 2.0, 1.3, 0.0]","[2.0, 15.8, 34.9, 40.1]",Docenti per fasce di età (%) (A.S. 2025/26),5.8,7.1,6.0,5.0,3.6,3.6
BAPC030002,11.0,89.10000000000001,"[3.3, 3.3, 1.1, 3.3]","[5.5, 9.9, 35.2, 38.5]",Docenti per fasce di età (%) (A.S. 2025/26),5.0,7.0,6.0,6.2,4.1,3.6
MTSL01301X,11.9,88.2,"[0.0, 6.5, 3.2, 2.2]","[3.2, 10.8, 26.9, 47.3]",Docenti per fasce di età (%) (A.S. 2025/26),2.5,7.1,6.0,5.1,3.6,3.6
BAPS07000G,13.5,86.4,"[1.7, 4.2, 5.9, 1.7]","[3.4, 16.1, 30.5, 36.4]",Docenti per fasce di età (%) (A.S. 2025/26),9.6,7.0,6.0,2.0,4.1,3.6
BAPS01601X,21.0,78.8,"[2.3, 9.4, 6.2, 3.1]","[2.3, 14.8, 25.8, 35.9]",Docenti per fasce di età (%) (A.S. 2025/26),12.9,7.0,6.0,3.1,4.1,3.6
MTPS01000E,10.5,89.5,"[1.3, 2.6, 5.3, 1.3]","[2.6, 9.2, 30.3, 47.4]",Docenti per fasce di età (%) (A.S. 2025/26),5.6,7.1,6.0,1.4,3.6,3.6
BAPS200003,4.699999999999999,95.3,"[1.2, 0.0, 2.3, 1.2]","[3.5, 15.1, 30.2, 46.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.8,7.0,6.0,5.0,4.1,3.6
TAPS02301Q,,,,,,,,,,,
BAPS035008,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MTPS012017,14.2,85.8,"[1.9, 3.9, 7.1, 1.3]","[2.6, 15.5, 27.1, 40.6]",Docenti per fasce di età (%) (A.S. 2025/26),2.4,7.1,6.0,3.9,3.6,3.6
MTPM01000G,12.8,87.2,"[4.0, 3.2, 2.4, 3.2]","[1.6, 11.2, 32.0, 42.4]",Docenti per fasce di età (%) (A.S. 2025/26),2.9,7.1,6.0,1.0,3.6,3.6
BASL03301E,31.8,68.2,"[4.0, 14.5, 9.8, 3.5]","[3.5, 15.6, 20.2, 28.9]",Docenti per fasce di età (%) (A.S. 2025/26),8.5,7.0,6.0,2.7,4.1,3.6
MTTD06000B,22.5,77.5,"[3.9, 5.9, 9.8, 2.9]","[0.0, 15.7, 20.6, 41.2]",Docenti per fasce di età (%) (A.S. 2025/26),5.5,7.1,6.0,6.6,3.6,3.6
BATD02000A,9.8,90.2,"[1.0, 3.9, 3.9, 1.0]","[1.9, 5.8, 32.0, 50.5]",Docenti per fasce di età (%) (A.S. 2025/26),1.1,7.0,6.0,4.3,4.1,3.6
BATD013018,10.0,89.89999999999999,"[1.3, 2.7, 4.7, 1.3]","[5.3, 7.3, 37.3, 40.0]",Docenti per fasce di età (%) (A.S. 2025/26),4.7,7.0,6.0,3.1,4.1,3.6
BATD01601Q,21.0,78.8,"[2.3, 9.4, 6.2, 3.1]","[2.3, 14.8, 25.8, 35.9]",Docenti per fasce di età (%) (A.S. 2025/26),12.9,7.0,6.0,3.1,4.1,3.6
BATD665005,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MTTF012019,14.2,85.8,"[1.9, 3.9, 7.1, 1.3]","[2.6, 15.5, 27.1, 40.6]",Docenti per fasce di età (%) (A.S. 2025/26),2.4,7.1,6.0,3.9,3.6,3.6
MTTA014018,15.0,85.0,"[1.2, 6.7, 4.6, 2.5]","[2.9, 13.7, 29.2, 39.2]",Docenti per fasce di età (%) (A.S. 2025/26),8.0,7.1,6.0,2.6,3.6,3.6
CZPC060004,,,,,,,,,,,
CZPC030008,,,,,,,,,,,
CZPC00500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CZPS00101C,4.9,95.1,"[0.0, 1.4, 2.1, 1.4]","[4.1, 20.5, 26.7, 43.8]",Docenti per fasce di età (%) (A.S. 2025/26),2.4,6.7,6.0,3.8,3.8,3.6
CZPS03000B,,,,,,,,,,,
CZPS08000C,,,,,,,,,,,
CZPS02000R,0.0,100.0,"[0.0, 0.0, 0.0, 0.0]","[6.4, 21.8, 21.8, 50.0]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,6.7,6.0,1.3,3.8,3.6
CZPM009014,,,,,,,,,,,
CZPM00101D,4.9,95.1,"[0.0, 1.4, 2.1, 1.4]","[4.1, 20.5, 26.7, 43.8]",Docenti per fasce di età (%) (A.S. 2025/26),2.4,6.7,6.0,3.8,3.8,3.6
CZPM03000C,,,,,,,,,,,
CZSL00901X,,,,,,,,,,,
CZSD00201P,15.899999999999999,84.1,"[0.0, 9.1, 3.4, 3.4]","[5.7, 22.7, 27.3, 28.4]",Docenti per fasce di età (%) (A.S. 2025/26),11.5,6.7,6.0,6.2,3.8,3.6
CZTD05000C,,,,,,,,,,,
CZTD04000T,,,,,,,,,,,
CZTD12000D,,,,,,,,,,,
CZTE01000D,,,,,,,,,,,
CZTL017018,,,,,,,,,,,
CZTA021035,15.1,85.0,"[1.4, 6.4, 5.0, 2.3]","[7.3, 11.0, 24.2, 42.5]",Docenti per fasce di età (%) (A.S. 2025/26),7.5,6.7,6.0,5.5,3.8,3.6
CZTF010008,8.4,91.7,"[0.6, 1.2, 4.8, 1.8]","[3.6, 19.0, 29.8, 39.3]",Docenti per fasce di età (%) (A.S. 2025/26),5.9,6.7,6.0,3.7,3.8,3.6
CSPC190001,10.5,89.6,"[3.0, 6.0, 0.0, 1.5]","[1.5, 6.0, 25.4, 56.7]",Docenti per fasce di età (%) (A.S. 2025/26),8.2,6.7,6.0,0.0,3.8,3.6
CSPC010007,2.4,97.5,"[1.2, 0.0, 1.2, 0.0]","[0.0, 4.9, 21.0, 71.6]",Docenti per fasce di età (%) (A.S. 2025/26),8.1,6.7,6.0,3.5,3.8,3.6
CSPS04901N,5.9,94.2,"[0.0, 2.0, 2.9, 1.0]","[2.0, 9.8, 27.5, 54.9]",Docenti per fasce di età (%) (A.S. 2025/26),8.1,6.7,6.0,8.2,3.8,3.6
CSPS03000G,2.0,97.9,"[1.0, 1.0, 0.0, 0.0]","[0.0, 6.2, 37.5, 54.2]",Docenti per fasce di età (%) (A.S. 2025/26),2.4,6.7,6.0,3.4,3.8,3.6
CSPS020001,,,,,,,,,,,
CSPS06901V,,,,,,,,,,,
CSPM08101E,7.4,92.7,"[1.0, 3.9, 1.5, 1.0]","[2.9, 9.7, 29.1, 51.0]",Docenti per fasce di età (%) (A.S. 2025/26),5.2,6.7,6.0,2.6,3.8,3.6
CSPM03500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CSTD07000T,,,,,,,,,,,
CSPS18000D,0.7,99.3,"[0.0, 0.7, 0.0, 0.0]","[0.0, 9.2, 43.3, 46.8]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,6.7,6.0,3.7,3.8,3.6
CSSL04101X,,,,,,,,,,,
CSIS07600G,,,,,,,,,,,
CSTD04901D,5.9,94.2,"[0.0, 2.0, 2.9, 1.0]","[2.0, 9.8, 27.5, 54.9]",Docenti per fasce di età (%) (A.S. 2025/26),8.1,6.7,6.0,8.2,3.8,3.6
CSTD06901P,,,,,,,,,,,
CSTD71500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CSTDIB500Z,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
CSTL069015,,,,,,,,,,,
CSTE051011,6.9,93.10000000000001,"[0.5, 0.5, 4.4, 1.5]","[2.0, 6.4, 26.6, 58.1]",Docenti per fasce di età (%) (A.S. 2025/26),3.7,6.7,6.0,3.7,3.8,3.6
